"","municipio","cod_municipio","uf","area_km2","desmatado","incremento","floresta","nuvem","nao_observado","nao_floresta","hidrografia","soma","ano"
"1747","Porto dos Gaúchos",5106802,"MT",7048,2876.2,232.7,4100.2,0,0.1,48.5,23,100,2005
"1748","Porto de Moz",1505908,"PA",17427,763.2,133.4,11430.4,641.3,2.7,3135.6,1453.8,100,2005
"1749","Porto Alegre do Tocantins",1718006,"TO",505,0,0,0,0,505.1,505.6,0,200,2005
"1750","Porto Alegre do Norte",5106778,"MT",3982,842.4,32.3,693.7,0,0,2445.9,0,100,2005
"1751","Porto Acre",1200807,"AC",2703,1191.4,43.8,1508.8,0,2.8,0,0,100,2005
"1752","Portel",1505809,"PA",25425,1149.5,50.4,22446.1,597.2,0.4,385.9,845.9,99,2005
"1753","Pontes e Lacerda",5106752,"MT",8639,3798,46.4,1515.2,0,3,3322.8,0,99,2005
"1754","Ponte Branca",5106703,"MT",687,0,0,0,0,604.7,685.8,0,187,2005
"1755","Ponte Alta do Tocantins",1717909,"TO",6534,0,0,0,0,4989.2,6524.1,10.1,176,2005
"1756","Ponte Alta do Bom Jesus",1717800,"TO",1818,0,0,0,0,1819.6,1815.8,0,199,2005
"1757","Pontal do Araguaia",5106653,"MT",2755,0,0,0,0,2.2,2742.9,10.3,100,2005
"1758","Ponta de Pedras",1505700,"PA",3378,51.6,0.2,550.4,57.1,1.9,2254.4,462.6,100,2005
"1759","Poconé",5106505,"MT",17283,77.4,0.8,914.2,0,36.5,15557.9,697,99,2005
"1760","Poção de Pedras",2108900,"MA",663,588.9,0,0,0,74.2,0.2,0,100,2005
"1761","Planalto da Serra",5106455,"MT",2452,550.4,0.2,45.6,0,0.2,1855.8,0,100,2005
"1762","Plácido de Castro",1200385,"AC",1988,1392.7,69.9,592,0,3.3,0,0,100,2005
"1763","Placas",1505650,"PA",7173,1434.8,32.5,5590.4,147.6,0,0.1,0.1,100,2005
"1764","Pium",1717503,"TO",10035,34.4,5.4,1668,0,0.9,8080.3,251.4,100,2005
"1765","Piraquê",1717206,"TO",1374,1087.5,11.6,213.5,0,0.2,72.8,0,100,2005
"1766","Pirapemas",2108801,"MA",698,253.3,0,2.2,0,442.5,0,0,100,2005
"1767","Pio XII",2108702,"MA",550,479,0,0,0,0,48,23.6,100,2005
"1768","Pinheiro",2108603,"MA",1482,858.7,0.4,46.7,56.4,0,414.3,105.9,100,2005
"1769","Pindorama do Tocantins",1717008,"TO",1567,0,0,0,0,1567.4,1567.4,0,200,2005
"1770","Pindaré-Mirim",2108504,"MA",275,202.4,0,0,0,0.1,52.8,20,100,2005
"1771","Pimenteiras do Oeste",1101468,"RO",6065,1215.7,32.1,2363.2,0,33.9,2429.1,23.1,99,2005
"1772","Pimenta Bueno",1100189,"RO",6280,2248.9,105.3,2979.2,0,0,1046.7,5.2,100,2005
"1773","Piçarra",1505635,"PA",3322,2833.1,117.5,425,0,0,0,63.9,99,2005
"1774","Peritoró",2108454,"MA",836,232.2,0,62.2,0,541.6,0,0,100,2005
"1775","Peri Mirim",2108405,"MA",409,243.9,0,19,19,0,126.3,0.8,100,2005
"1776","Pequizeiro",1716653,"TO",1213,842.5,4.7,67.6,0,0,302.9,0,100,2005
"1777","Penalva",2108306,"MA",792,473.5,1.9,26.7,14.7,0,154.7,122.4,100,2005
"1778","Peixoto de Azevedo",5106422,"MT",14400,3016.8,244.9,10136.5,0,2.9,1172.8,71,99,2005
"1779","Peixe-Boi",1505601,"PA",454,351,1.5,0,0,103.9,17.1,3.7,104,2005
"1780","Peixe",1716604,"TO",5315,0,0,0,0,5314.7,5316.3,0,200,2005
"1781","Pedro do Rosário",2108256,"MA",1770,1661.8,0,18.5,20.3,0,69.4,0,100,2005
"1782","Pedro Afonso",1716505,"TO",2021,20.1,0.4,31.7,0,0.1,1949.5,19.6,99,2005
"1783","Pedreiras",2108207,"MA",292,179.7,0,0.6,0,111.7,0,0,100,2005
"1784","Pedra Preta",5106372,"MT",4107,20.5,1.3,1.5,0,0,4085,0,100,2005
"1785","Pedra Branca do Amapari",1600154,"AP",9495,205.5,1.9,8877.3,374.4,33.6,0,4.2,99,2005
"1786","Paulo Ramos",2108108,"MA",1063,1064,0,0,0,0,0,0,100,2005
"1787","Pauini",1303502,"AM",42877,194.8,9.1,42394.4,0,2.3,23.7,261.8,100,2005
"1788","Pau D'Arco",1505551,"PA",1674,907.8,15.7,354.4,0,0.1,411.7,0,100,2005
"1789","Pau D'Arco",1716307,"TO",1381,1124.1,11.6,139.7,0,0,83.7,33.5,100,2005
"1790","Pastos Bons",2108009,"MA",1660,0,0,0,0,1310.4,1444.8,0,165,2005
"1791","Parintins",1303403,"AM",5958,937.5,4.8,1602.5,3.6,0,1133.2,2281.2,100,2005
"1792","Parecis",1101450,"RO",2568,1069.3,81.3,1015.3,0,0,483,0.4,100,2005
"1793","Parauapebas",1505536,"PA",6968,1244.4,20.3,5586.3,49.9,0,85.6,1.8,100,2005
"1794","Paranatinga",5106307,"MT",24181,2378.9,154.5,5140.7,0,5.5,16647.8,8.1,99,2005
"1795","Paranaíta",5106299,"MT",4800,2044.5,153.2,2665.6,0,1.6,31.4,56.9,99,2005
"1796","Paranã",1716208,"TO",11321,0,0,0,0,11321.1,11311.5,0,199,2005
"1797","Paraíso do Tocantins",1716109,"TO",1274,0,0,0,0,0.4,1273.8,0,100,2005
"1798","Paragominas",1505502,"PA",19465,8166.1,333.5,11253.9,0.5,1.4,7.1,36,100,2005
"1799","Palmeirópolis",1715754,"TO",1710,0,0,0,0,1710.2,1705,0,199,2005
"1800","Palmeiras do Tocantins",1713809,"TO",751,58.1,0.8,22.5,0,0.1,669.1,1.2,100,2005
"1801","Palmeirante",1715705,"TO",2654,103.6,0.4,13.2,0,0,2523.5,13.7,100,2005
"1802","Palmeirândia",2107605,"MA",532,439.7,0,7.8,4.2,0,58,22.3,100,2005
"1803","Palmas",1721000,"TO",2227,0,0,0,0,0,2205,22.6,100,2005
"1804","Palestina do Pará",1505494,"PA",985,791,23.1,168.1,0,0,0.3,25.6,100,2005
"1805","Paço do Lumiar",2107506,"MA",134,67.7,4.8,56.8,0.9,0,0,8.6,100,2005
"1806","Pacaraima",1400456,"RR",8083,62.3,0,1615.7,0.6,125.2,6264.1,15.1,100,2005
"1807","Pacajá",1505486,"PA",11851,3955.6,279.7,7602.9,292.4,0.1,0,0,100,2005
"1808","Ouro Preto do Oeste",1100155,"RO",1990,1736.3,3.5,236.3,0,0.3,15.9,1.2,100,2005
"1809","Ourilândia do Norte",1505437,"PA",14357,1602.3,46.9,9581,0.3,0.4,3169.4,3.6,100,2005
"1810","Ourém",1505403,"PA",565,475.7,3.5,0,2.7,88.9,1.4,0.3,100,2005
"1811","Oriximiná",1505304,"PA",107782,1357,22.8,99475.1,1461.2,83.5,3636.6,1768.6,100,2005
"1812","Oliveira de Fátima",1715507,"TO",207,0,0,0,0,0.5,207.3,0,100,2005
"1813","Olinda Nova do Maranhão",2107456,"MA",200,184.3,0,0,0.1,0,1.4,14.2,100,2005
"1814","Olho d'Água das Cunhãs",2107407,"MA",704,704.6,0,0,0,0,0,0,100,2005
"1815","Oiapoque",1600501,"AP",22642,169,3.4,12803.9,689,4953,3899.9,127.2,100,2005
"1816","Oeiras do Pará",1505205,"PA",3863,676.4,2,2324.4,190.2,0.3,377.7,294,100,2005
"1817","Óbidos",1505106,"PA",28031,1631.5,30.4,20379.6,70.2,2.7,4595.5,1351.5,99,2005
"1818","Novo São Joaquim",5106281,"MT",5022,0.8,0,118.1,0,0.6,4900.3,2.2,100,2005
"1819","Novo Santo Antônio",5106315,"MT",4375,172,24.8,513.8,0,0.2,3593.3,95.7,99,2005
"1820","Novo Repartimento",1505064,"PA",15432,5199.3,213.2,9035.6,27.9,0.1,1,1168.1,100,2005
"1821","Novo Progresso",1505031,"PA",38183,4114.2,228,30525.2,0.6,11,3457.3,74.7,99,2005
"1822","Novo Mundo",5106265,"MT",5803,2320.3,134.3,2928,0,0.3,536.1,18.3,100,2005
"1823","Novo Jardim",1715259,"TO",1321,0,0,0,0,1321.2,1318,0,199,2005
"1824","Novo Horizonte do Oeste",1100502,"RO",852,737.5,11.2,109.9,0,0,4.6,0,100,2005
"1825","Novo Horizonte do Norte",5106273,"MT",909,697.5,13.9,204.2,0,0,0,7.3,99,2005
"1826","Novo Aripuanã",1303304,"AM",41452,715.7,64.3,38345.6,0,27.9,1620.2,742.6,100,2005
"1827","Novo Alegre",1715150,"TO",201,0,0,0,0,201.7,157.1,0,178,2005
"1828","Novo Airão",1303205,"AM",38114,110.2,0.1,34844.8,1587.7,0.7,211.9,1358.7,100,2005
"1829","Novo Acordo",1715101,"TO",2686,0,0,0,0,1640.8,2686.9,0,161,2005
"1830","Nova Xavantina",5106257,"MT",5527,782.2,12.3,275.3,0,0,4443.3,26.2,99,2005
"1831","Nova União",1101435,"RO",815,685.9,2.9,125,0,0.1,4,0,100,2005
"1832","Nova Ubiratã",5106240,"MT",12694,3934.4,254.3,5966.5,0,0.1,2792.5,0.5,99,2005
"1833","Nova Timboteua",1505007,"PA",492,369.5,2,0,0,125,19.5,4,105,2005
"1834","Nova Santa Helena",5106190,"MT",2346,1279,22.2,1065.8,0,0.1,1.1,0,100,2005
"1835","Nova Rosalândia",1715002,"TO",518,0,0,0,0,0.1,518.4,0,100,2005
"1836","Nova Olinda do Norte",1303106,"AM",5625,402.7,2.9,4510,0,0.3,281,431,100,2005
"1837","Nova Olinda do Maranhão",2107357,"MA",2479,1150.5,5.7,1318,10,0.5,0,0,100,2005
"1838","Nova Olinda",1714880,"TO",1573,798.4,0.2,15,0,0.6,759,0,100,2005
"1839","Nova Olímpia",5106232,"MT",1554,988.2,4,249.1,0,0,316.7,0,100,2005
"1840","Nova Nazaré",5106174,"MT",4042,180.9,3.9,1083.8,0,0.7,2769.7,6.9,100,2005
"1841","Nova Mutum",5106224,"MT",9546,2775.8,76,3390,0,0.6,3372.4,7.2,100,2005
"1842","Nova Monte Verde",5108956,"MT",5277,2256.3,91.7,3001.1,0,0,12.9,6.7,99,2005
"1843","Nova Maringá",5108907,"MT",11528,2968.7,384.9,7864.7,0,0.9,685.5,8.2,100,2005
"1844","Nova Marilândia",5108857,"MT",1942,923.2,26,454.8,0,0.2,563.8,0,100,2005
"1845","Nova Mamoré",1100338,"RO",10241,2464.1,311.2,6372.1,0,3.4,1358.1,43.3,99,2005
"1846","Nova Lacerda",5106182,"MT",4744,1722.1,73.2,1522.6,0,0,1499.3,0,100,2005
"1847","Nova Ipixuna",1504976,"PA",1569,1088.4,24.5,259.8,4.4,0,122.6,93.8,100,2005
"1848","Nova Iorque",2107308,"MA",992,0,0,483.4,0,0,508.6,0,100,2005
"1849","Nova Guarita",5108808,"MT",1087,917.9,12.4,168.5,0,0,0,0.6,100,2005
"1850","Nova Esperança do Piriá",1504950,"PA",2829,1368.3,31.8,1457.4,2.8,0.5,0,0,100,2005
"1851","Nova Colinas",2107258,"MA",748,0,0,0,0,750,748.8,0,200,2005
"1852","Nova Canaã do Norte",5106216,"MT",5975,2881.1,73.1,1997.4,0,0,1059.4,37.1,100,2005
"1853","Nova Brasilândia D'Oeste",1100148,"RO",1167,876.5,15.8,225.4,0,0,65.1,0,100,2005
"1854","Nova Brasilândia",5106208,"MT",3268,1159.3,3.1,199.1,0,0,1881.9,27.7,100,2005
"1855","Nova Bandeirantes",5106158,"MT",9558,2568.1,293.3,6766.9,0,1.1,91,130.9,100,2005
"1856","Nossa Senhora do Livramento",5106109,"MT",5200,109,0.4,79.8,0,3.8,5005.1,2.3,99,2005
"1857","Nortelândia",5106000,"MT",1353,908.7,2.8,293.9,0,0,150.4,0,100,2005
"1858","Normandia",1400407,"RR",7003,18,0,492.5,9.9,8.1,6451.9,22.6,100,2005
"1859","Nobres",5105903,"MT",3765,328.3,19.1,257,0,0,3179.7,0,100,2005
"1860","Nhamundá",1303007,"AM",14132,449.9,5,12201.9,26,1.9,344.4,1107.9,99,2005
"1861","Nazaré",1714302,"TO",398,279.7,10.9,35.2,0,0,83.1,0,100,2005
"1862","Natividade",1714203,"TO",3260,0,0,0,0,3236.4,3260.4,0,199,2005
"1863","Muricilândia",1713957,"TO",1193,946.2,5.1,220.6,0,0,0,26.2,100,2005
"1864","Mucajaí",1400308,"RR",12878,1294.8,17.8,11326.5,20.5,1.3,196.3,38.6,99,2005
"1865","Muaná",1504901,"PA",3776,97.2,0.4,1711.8,119,1,1361.3,485.7,99,2005
"1866","Montes Altos",2107001,"MA",1499,171.1,5.5,69.9,0,0,1258,0,99,2005
"1867","Monte Santo do Tocantins",1713700,"TO",1096,0.5,0.1,10.9,0,0.6,1084,0,100,2005
"1868","Monte Negro",1101401,"RO",1955,1288.8,68.6,621.5,0,0,44.7,0,100,2005
"1869","Monte do Carmo",1713601,"TO",3635,0,0,0,0,1003.8,3633.6,1.1,127,2005
"1870","Monte Alegre",1504802,"PA",19516,4056.2,44.5,12424.9,92,3.8,1799.4,1139.7,100,2005
"1871","Monção",2106904,"MA",1362,914,3.6,93.2,40.1,0.1,189,125.6,100,2005
"1872","Moju",1504703,"PA",9129,3659.2,80.5,3908.9,177.1,1137.8,190.4,55.6,100,2005
"1873","Mocajuba",1504604,"PA",872,488.3,0,137.8,2.8,0,168.2,74.9,100,2005
"1874","Mirinzal",2106805,"MA",696,681.2,0,13,1.5,0,0,0.3,100,2005
"1875","Mirassol d'Oeste",5105622,"MT",1077,921.7,9.2,121.4,0,0.1,33.8,0,100,2005
"1876","Mirante da Serra",1101302,"RO",1205,616.9,12.4,373.7,0,0.1,214.3,0,100,2005
"1877","Miranorte",1713304,"TO",1036,317.4,0.3,10.1,0,0,708.5,0,100,2005
"1878","Miranda do Norte",2106755,"MA",357,214.8,4.3,76.8,1.2,51.2,12.8,0.2,100,2005
"1879","Mirador",2106706,"MA",8716,0,0,0,0,3907.8,8716.3,0,144,2005
"1880","Miracema do Tocantins",1713205,"TO",2663,0,0,0,0,0,2650.6,13,100,2005
"1881","Ministro Andreazza",1101203,"RO",804,702.5,5.2,101.5,0,0,0,0,100,2005
"1882","Melgaço",1504505,"PA",6781,148,0.8,5894.5,44.9,0.9,166.3,526.4,99,2005
"1883","Medicilândia",1504455,"PA",8272,1662.7,39.6,6249,358.4,1.1,0,0.8,99,2005
"1884","Mazagão",1600402,"AP",13140,78.3,1.8,10374.1,1086.8,10.3,1347.5,243,99,2005
"1885","Maurilândia do Tocantins",1712801,"TO",741,140.5,2.4,66.2,0,0,522.8,11.5,99,2005
"1886","Maués",1302900,"AM",40090,1228.6,9.9,36692,0,2.2,872.3,1294.9,100,2005
"1887","Matupá",5105606,"MT",5151,1692.5,69.8,3239.8,0,0,218.7,0,100,2005
"1888","Matões do Norte",2106631,"MA",793,397.1,0.9,0,0.6,391.9,4.6,0.8,100,2005
"1889","Matinha",2106508,"MA",414,288.4,0,2.4,1.5,0,49.2,72.5,99,2005
"1890","Mateiros",1712702,"TO",9665,0,0,0,0,9674.9,9403.3,0,197,2005
"1891","Marituba",1504422,"PA",103,65.6,0.3,0,0,37.7,0,7.2,107,2005
"1892","Marianópolis do Tocantins",1712504,"TO",2096,132.4,12.9,203.8,0,0,1758.4,1.4,100,2005
"1893","Marechal Thaumaturgo",1200351,"AC",8588,189.4,11.9,8307.8,0,90.1,0.2,0.5,100,2005
"1894","Marcelândia",5105580,"MT",12295,3091.8,145.4,8965.7,0,4.1,218.8,14.6,100,2005
"1895","Marapanim",1504406,"PA",795,385.3,4,0,19.6,346.5,41.6,48.9,105,2005
"1896","Maranhãozinho",2106375,"MA",981,762.8,1.7,218.2,0,0,0,0,100,2005
"1897","Marajá do Sena",2106359,"MA",881,739.9,0,133.8,7.3,0,0,0,100,2005
"1898","Maracanã",1504307,"PA",860,316.6,6.6,0,7.3,422.4,33.2,121.4,104,2005
"1899","Maracaçumé",2106326,"MA",635,537.2,0.7,97.7,0.1,0,0,0,100,2005
"1900","Marabá",1504208,"PA",15161,7282.7,128.2,7617.7,136.7,1.7,36.2,86,100,2005
"1901","Maraã",1302801,"AM",17221,103.8,1.5,14608,52.5,5.4,604.6,1846.7,99,2005
"1902","Manoel Urbano",1200344,"AC",11118,241.5,23.1,10817.2,0,9.8,0,49.5,100,2005
"1903","Manicoré",1302702,"AM",48689,1310,103.6,42387.9,0.4,17.4,4146.5,826.8,100,2005
"1904","Mâncio Lima",1200336,"AC",5762,376.7,8.1,5197.4,0,142.8,45.1,0,100,2005
"1905","Manaus",1302603,"AM",11473,1224.7,1.3,8697.2,0.1,0.2,3,1547.8,100,2005
"1906","Manaquiri",1302553,"AM",4001,486.6,0.3,3121,0,0,106.3,287.1,100,2005
"1907","Manacapuru",1302504,"AM",7381,748.4,3,4398.7,5.2,0.1,805.6,1423,99,2005
"1908","Magalhães Barata",1504109,"PA",326,158.2,3.9,0,0,155.4,2.3,27.6,105,2005
"1909","Mãe do Rio",1504059,"PA",471,440.8,0,0,0,30.6,0,1.4,100,2005
"1910","Machadinho D'Oeste",1100130,"RO",8590,2518.2,242.5,5628.5,0,0,385.4,57.9,100,2005
"1911","Macapá",1600303,"AP",6419,372,8.8,1860,114.1,1.9,3119.5,951.5,100,2005
"1912","Luzinópolis",1712454,"TO",281,155.3,3.1,21.8,0,0,103.9,0,100,2005
"1913","Luís Domingues",2106201,"MA",464,301.7,0.6,134.7,1.2,0.1,4.3,22,100,2005
"1914","Luciara",5105309,"MT",4152,25.9,2.5,406.7,0,0,3675.5,43.9,100,2005
"1915","Lucas do Rio Verde",5105259,"MT",3662,511.8,16,655.4,0,0,2494.8,0,100,2005
"1916","Loreto",2106102,"MA",3638,0,0,60,0,0,3578,0,100,2005
"1917","Lizarda",1712405,"TO",5769,0,0,0,0,4144.4,5765.5,0,171,2005
"1918","Limoeiro do Ajuru",1504000,"PA",1494,58.6,0.3,835.7,40.5,0.5,50.9,507.8,100,2005
"1919","Lima Campos",2106003,"MA",325,115.4,0,0,0,210.9,0,0,100,2005
"1920","Lavandeira",1712157,"TO",524,0,0,0,0,525.2,515.5,0,198,2005
"1921","Laranjal do Jari",1600279,"AP",30974,159.2,2.6,29109.8,1225.7,269.7,146.9,62.7,99,2005
"1922","Lambari D'Oeste",5105234,"MT",1773,1165.4,24.2,429.4,0,0.7,172.7,4.8,100,2005
"1923","Lajeado Novo",2105989,"MA",1054,253.2,10.3,20.5,0,0,780.3,0,99,2005
"1924","Lajeado",1712009,"TO",324,0,0,0,0,0,314,10.3,100,2005
"1925","Lagoa Grande do Maranhão",2105963,"MA",741,704.4,0.2,33.4,3.2,0,0,0,100,2005
"1926","Lagoa do Tocantins",1711951,"TO",917,0,0,0,0,516.6,917.7,0,156,2005
"1927","Lagoa da Confusão",1711902,"TO",10588,219.8,32.6,2017.1,0,0.4,8239.6,111.1,99,2005
"1928","Lago Verde",2105906,"MA",631,534.1,0,0.1,0,0,82.4,14.4,100,2005
"1929","Lago dos Rodrigues",2105948,"MA",196,196.8,0,0,0,0,0,0,100,2005
"1930","Lago do Junco",2105807,"MA",312,312.4,0,0,0,0,0,0,100,2005
"1931","Lago da Pedra",2105708,"MA",1552,1552,0,0,0,0,0,0,100,2005
"1932","Lábrea",1302405,"AM",69672,2687.6,206.3,64735.6,0,9.6,1793.3,445.9,99,2005
"1933","Jutaí",1302306,"AM",71756,222.3,1.2,69854.5,413.2,6.9,97.6,1161.5,100,2005
"1934","Juscimeira",5105200,"MT",2205,919,4.3,40.4,0,0,1244.4,1.2,99,2005
"1935","Juruti",1503903,"PA",8308,1105.4,9.1,5383.9,76.4,0,633.3,1109,100,2005
"1936","Juruena",5105176,"MT",2826,1048.1,122.4,1686.3,0,0,66.5,25.1,100,2005
"1937","Juruá",1302207,"AM",19849,137.6,2.6,18597.6,229.6,8.9,142.1,733.2,100,2005
"1938","Junco do Maranhão",2105658,"MA",560,543.4,0.3,15.3,0,0,0,1.3,100,2005
"1939","Juína",5105150,"MT",26359,4155.9,176.1,19519.5,0,3,2639.6,41,100,2005
"1940","Juarina",1711803,"TO",482,210.9,0,12.5,0,0,236.9,21.7,100,2005
"1941","Juara",5105101,"MT",22666,7314.4,418.3,13594.7,0,29.3,1600.6,127,100,2005
"1942","Joselândia",2105609,"MA",691,485.3,19.3,50.2,0,142.9,0.2,12.4,99,2005
"1943","Jordão",1200328,"AC",5635,115.6,2.7,5505.9,0.2,12.8,0.1,0.4,100,2005
"1944","João Lisboa",2105500,"MA",638,575.4,6.3,61.8,0,0.8,0,0,100,2005
"1945","Ji-Paraná",1100122,"RO",6955,2581.2,13.2,4270,0,2.2,66.3,35.3,99,2005
"1946","Jenipapo dos Vieiras",2105476,"MA",1981,1077.9,2.3,738.4,0.2,0,164.5,0,99,2005
"1947","Jauru",5105002,"MT",1316,1094.3,1.3,109.1,0,0.3,112.3,0,99,2005
"1948","Jaú do Tocantins",1711506,"TO",2184,0,0,0,0,2186.3,2173.2,0,199,2005
"1949","Jatobá",2105450,"MA",598,203.7,26.3,198.4,0,0,195.9,0,100,2005
"1950","Jaru",1100114,"RO",2976,2603.5,14.3,327.6,0,0.1,44.8,0,100,2005
"1951","Japurá",1302108,"AM",57555,50.1,2,53244.1,2639.7,98.3,2.6,1520.2,100,2005
"1952","Jangada",5104906,"MT",1022,0,0,0,0,0,1022.5,0,100,2005
"1953","Jacundá",1503804,"PA",2013,1424.7,26.4,309.9,14.1,0,0,264.3,99,2005
"1954","Jaciara",5104807,"MT",1657,686.6,3,11.7,0,0,958.7,0,100,2005
"1955","Jacareacanga",1503754,"PA",53397,1176.9,79.6,46275.2,13.4,8.8,5213.2,709.5,100,2005
"1956","Itupiranga",1503705,"PA",7901,3784.2,21.5,3984.2,14.1,1,5.6,111.9,100,2005
"1957","Itiquira",5104609,"MT",8724,160,2.2,215.3,0,83,8259.3,6.4,99,2005
"1958","Itinga do Maranhão",2105427,"MA",3605,2424.4,73,1180.1,0.4,0,0,0.1,100,2005
"1959","Itaubal",1600253,"AP",1704,86.9,0.4,413.4,4.6,0.2,779,419.9,100,2005
"1960","Itaúba",5104559,"MT",4612,1585.9,65,2575.6,0,0,418.5,32,100,2005
"1961","Itapuã do Oeste",1101104,"RO",4132,787.9,50.9,3134.2,0,0.3,2.5,207.1,100,2005
"1962","Itaporã do Tocantins",1711100,"TO",977,926.3,0.8,50.2,0,0.5,0,0,100,2005
"1963","Itapiratins",1710904,"TO",1250,0,0,0,0,0,1210.9,39.2,100,2005
"1964","Itapiranga",1302009,"AM",4245,131.9,0.7,3784.8,0.3,0,155.6,172.4,100,2005
"1965","Itapecuru Mirim",2105401,"MA",1494,447.5,24.8,728.3,0,6.5,308.4,3.3,100,2005
"1966","Itanhangá",5104542,"MT",2927,1336.6,145.3,1586.2,0,0,0,4.2,99,2005
"1967","Itamarati",1301951,"AM",26042,115.2,2.4,25628.9,4.6,1.5,3.3,288.5,100,2005
"1968","Itaituba",1503606,"PA",62095,4156.7,111.5,56649.3,14.3,3.6,460.8,810.3,99,2005
"1969","Itaipava do Grajaú",2105351,"MA",1045,893.5,0.3,141.6,8.6,1.3,0,0,99,2005
"1970","Itaguatins",1710706,"TO",745,352.1,16.2,72,0,0,310,10.9,99,2005
"1971","Itacoatiara",1301902,"AM",8927,1643.7,9.6,4786.9,1,0.5,829.3,1665.6,100,2005
"1972","Itacajá",1710508,"TO",3072,0,0,0,0,0,3072.4,0,100,2005
"1973","Irituia",1503507,"PA",1387,1148.3,1.2,0,0,243.2,17.2,3.3,101,2005
"1974","Iranduba",1301852,"AM",2229,455.5,0.9,1332.2,4.6,0,132.9,303.8,100,2005
"1975","Iracema",1400282,"RR",14271,553.9,7.1,12881.2,701.6,91.4,35.5,7.4,100,2005
"1976","Ipueiras",1709807,"TO",818,0,0,0,0,817.3,818,0,199,2005
"1977","Ipixuna do Pará",1503457,"PA",5245,2510.6,84.3,2688.2,12.6,1,6.7,25.9,99,2005
"1978","Ipixuna",1301803,"AM",12595,199.1,9.3,12258.5,0,0.6,66.6,70.2,100,2005
"1979","Ipiranga do Norte",5104526,"MT",3449,1768.2,71.4,1081.8,0,0,598.8,0.2,100,2005
"1980","Inhangapi",1503408,"PA",476,319.1,1.4,0,0,156.3,6.8,25.2,106,2005
"1981","Indiavaí",5104500,"MT",601,562.8,0.5,38.1,0,0.1,0,0,100,2005
"1982","Imperatriz",2105302,"MA",1375,1103,4.9,95.6,0,0,155.1,21.3,100,2005
"1983","Igarapé-Miri",1503309,"PA",2004,445.3,0.3,882,151.4,0.2,203.3,321.8,99,2005
"1984","Igarapé-Açu",1503200,"PA",789,675.6,8.8,0,0,113.5,6,1.2,100,2005
"1985","Igarapé Grande",2105203,"MA",379,380,0,0,0,0,0,0,100,2005
"1986","Igarapé do Meio",2105153,"MA",397,209.5,0,12.4,1.5,0.2,172.9,0.5,99,2005
"1987","Humaitá",1301704,"AM",33428,622.4,15.8,28903,0,2.1,3116.3,784.2,99,2005
"1988","Gurupi",1709500,"TO",1843,0,0,0,0,1844.6,1843.3,0,200,2005
"1989","Gurupá",1503101,"PA",8550,87.9,3.9,6541.8,104.4,1.5,517.1,1297.3,100,2005
"1990","Guiratinga",5104203,"MT",5359,168.2,0,0,0,190.2,5189,0,103,2005
"1991","Guimarães",2104909,"MA",604,370,0,95.3,4.1,0,7.8,126.8,100,2005
"1992","Guarantã do Norte",5104104,"MT",4713,2210.3,53.9,1778.3,0,0,724.2,0.2,100,2005
"1993","Guaraí",1709302,"TO",2278,1009.7,2,187.5,0,0.1,1077.7,3,99,2005
"1994","Guajará-Mirim",1100106,"RO",25260,1370.4,46,19852.4,0,72,3798.4,166.8,100,2005
"1995","Guajará",1301654,"AM",7984,450.3,8.5,7319.6,0,0,206.9,7.2,100,2005
"1996","Grajaú",2104800,"MA",7625,1022.7,32.9,1839.9,0.3,0,4762.1,0,99,2005
"1997","Graça Aranha",2104701,"MA",275,183.3,13.3,91.7,0,0,0,0,100,2005
"1998","Governador Nunes Freire",2104677,"MA",1045,1005,2.1,39.7,0,0.3,0,0,100,2005
"1999","Governador Newton Bello",2104651,"MA",1173,1164.3,0.3,8.6,0,0.1,0,0,100,2005
"2000","Governador Luiz Rocha",2104628,"MA",377,126.5,22.2,195.6,0,28.9,26,0,100,2005
"2001","Governador Jorge Teixeira",1101005,"RO",5131,1313.8,47.9,3625.8,0,0,191.4,0,100,2005
"2002","Governador Eugênio Barros",2104602,"MA",829,256.1,35.3,296.3,0,276.6,0,0,100,2005
"2003","Governador Edison Lobão",2104552,"MA",619,282.3,5.2,23.1,0,0,299.3,14.3,100,2005
"2004","Governador Archer",2104503,"MA",442,168.4,4.1,0,0,273.6,0,0,100,2005
"2005","Gonçalves Dias",2104404,"MA",888,474.5,30.4,285.9,0,127.6,0,0,100,2005
"2006","Goiatins",1709005,"TO",6450,0,0,0,0,0.1,6434.6,15.9,100,2005
"2007","Goianorte",1708304,"TO",1805,99.3,1.2,55.1,0,0.1,1650.5,0,100,2005
"2008","Goianésia do Pará",1503093,"PA",7048,3493.7,65.4,3069.7,3.2,0.1,0,481.3,100,2005
"2009","Godofredo Viana",2104305,"MA",684,287.7,0.9,288.3,6.7,0.2,28,73.1,100,2005
"2010","Glória D'Oeste",5103957,"MT",849,295.3,1.2,47.2,0,0,506.5,0,100,2005
"2011","General Carneiro",5103908,"MT",3793,0,0,0,0,1.6,3790.3,1.5,100,2005
"2012","Gaúcha do Norte",5103858,"MT",16898,3169.4,168.4,9088.3,0,0,4609.7,30.6,100,2005
"2013","Garrafão do Norte",1503077,"PA",1610,1362.5,17.3,246,0.7,0.8,0,0,100,2005
"2014","Fortuna",2104206,"MA",706,224.6,11.5,213.1,0,263,5.3,0,99,2005
